Record ID,Company name,Company Domain Name,Website URL,LinkedIn Company Page,Phone Number,Street Address,City,State/Region,Postal Code,Country/Region,Industry,Number of Employees,Lifecycle Stage,Company owner,Last Activity Date,Create Date,Number of Associated Contacts,Number of Associated Deals,Lead Status,Number of Form Submissions,Recent Conversion Date,First Conversion,Additional Domains
14749846630,Duke University,duke.edu,duke.edu,https://linkedin.com/school/duke-university, +1 919-684-8111,102 Allen #f,Durham,North Carolina,27701,United States,Higher Education,10634,Contact,,2023-03-15 8:58,2023-02-20 8:56,6,,New,0,,,
43212395276,Duke Health,dukehealth.org,dukehealth.org,https://linkedin.com/company/duke-university-health-system, +1 855-855-6484,2301 Erwin Road,Durham,North Carolina,27705,United States,Hospital & Health Care,10000,Contact,Josh Buehler,,2025-10-30 19:01,1,,New,0,,,
30308767823,DSRP.TV,dsrp.tv,dsrp.tv,https://linkedin.com/company/disruptive,14433383778,913 Ridgebrook Road,Glencoe,Maryland,21152,United States,Design,5,Contact,,,2025-02-21 14:55,1,,,0,,,
12488943285,Driven,cmail.driven.ca,cmail.driven.ca,https://linkedin.com/company/drivenfinancialca, +1 866 889 9412,4200 Dorchester Boulevard,Westmount,Quebec,H3Z 1V4,Canada,Financial Services,120,Contact,,,2023-02-10 9:23,1,,,0,,,
8922380469,Dr. Kevin D Jardine,feelingprettyremarkable.com,feelingprettyremarkable.com,,,,,,,United States,Professional Training & Coaching,,,,2024-11-06 15:00,2022-06-15 12:37,1,,,0,,,
14920908172,Doodle,doodle.com,doodle.com,https://linkedin.com/company/doodle-ag, +41 44 248 41 94,21 Werdstrasse,Zurich,Kanton Zuerich,8004,Switzerland,Online Media,123,Contact,,,2023-03-01 15:15,1,,,0,,,
14940059049,DocuSign,docusign.net,docusign.net,https://linkedin.com/company/docusign,14142238107,221 Main Street,San Francisco,California,94105,United States,Information Technology and Services,6840,Contact,,,2023-03-03 11:42,1,,,0,,,
49770210080,Doctors Center Hospital,doctorscenterhospital.com,doctorscenterhospital.com,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
15001861742,DLA Piper,us.dlapiper.com,us.dlapiper.com,https://linkedin.com/company/dla-piper, +1 410-580-4308,650 South Exeter Street,Baltimore,Maryland,21202,United States,Law Practice,12621,Contact,,2023-03-23 23:25,2023-03-08 10:29,1,,,0,,,
8112092525,District 3 Innovation,district3.co,district3.co,https://linkedin.com/company/district-3-innovation-center, +1 514-848-2424,1250 Rue Guy,Montreal,Quebec,H3H 2T4,Canada,Professional Training & Coaching,30,,,2025-10-21 19:00,2022-03-05 22:13,3,,,0,,,
12624645288,Distalmotion,distalmotion.com,distalmotion.com,https://linkedin.com/company/distalmotion,12164403775,7 Rue Mathurin-Cordier,Lausanne,Canton de Vaud,1005,Switzerland,Medical Devices,230,Contact,,2023-02-17 10:48,2023-02-11 8:40,1,,,0,,,
9972087048,Disco,disco.co,disco.co,https://linkedin.com/company/discolearn,,,Toronto,Ontario,,Canada,Semiconductors,30,Lead,,2025-12-18 13:30,2022-11-03 19:16,1,,,0,,,
14971921461,Dingus & Zazzy,dingusandzazzy.com,dingusandzazzyunitedstates.com,https://linkedin.com/company/dingus-zazzy,,5108 47 Street,Leduc,Alberta,T9E 6Y9,Canada,Marketing and Advertising,150,Contact,,,2023-03-06 14:22,1,,,0,,,dingusandzazzyunitedstates.com
39356936577,Dignity Health,dignityhealth.org,dignityhealth.org,https://linkedin.com/company/dignity-health,18442748497,185 Berry Street,San Francisco,California,94107,United States,Hospital & Health Care,55000,Contact,,,2025-09-11 13:33,1,,New,0,,,
15060476083,Digital Marketing Agency in USA,foreignerds.com,foreignerds.com,https://linkedin.com/company/foreignerds-inc, +1 954-342-5676,2035 Sunset Lake Rd,Wilmington,Delaware,19801,United States,Outsourcing/Offshoring,30,Contact,,,2023-03-10 8:36,0,,,,,,
9793622813,DHR Health,dhr-rgv.com,dhr-rgv.com,https://www.linkedin.com/company/dhr-health,9563628677,5501 S McColl Rd,Edinburg,TX,78539,United States,Hospital & Health Care,5000,Lead,Howard Fried (Deactivated User),2022-10-28 17:57,2022-10-12 16:15,3,,In Progress,0,,,
15034405547,DHI Advisors,dhiadvisors.com,dhiadvisors.com,https://www.linkedin.com/company/dhi-advisors,,,Chicago,Illinois,,United States,Professional Training & Coaching,5,Contact,,2023-10-09 13:00,2023-03-09 16:29,1,,,0,,,
8961332078,dgctech,dgctech.ca,dgctech.ca,https://www.linkedin.com/company/d%27astous-groupe-conseil-inc.,5148769880,1080 Cote Du Beaver Hall,Montreal,qc h,H2Z 1S8,Canada,Management Consulting,50,,,2022-10-24 8:28,2022-06-21 22:12,1,,,0,,,
10265849910,Dext,dext.cc,dext.cc,,,,,,,,,,Lead,Lisa Israelovitch,2026-02-04 0:00,2022-12-06 21:53,1,,,0,,,multiple.dext.cc
8108657530,Desjardins,desjardins.com,desjardins.com,https://linkedin.com/company/desjardins, +1 800 224 7737,100 Rue des Commandeurs,Levis,Quebec,H5B 1B2,Canada,Banking,53783,,,2025-11-21 11:00,2022-03-05 21:48,2,,,0,,,
9677964689,Dentons,dentons.com,dentons.com,https://linkedin.com/company/dentons, +1 312-876-3178,1 Fleet Place,Farringdon Within,England,EC4M 7RD,United Kingdom,Law Practice,9250,Lead,,2022-09-27 19:12,2022-09-27 15:11,3,,,0,,,
15851824243,Dena Growth,denagrowth.com,denagrowth.com,https://linkedin.com/company/dena-growth,,,Toronto,Ontario,,Canada,Management Consulting,5,Contact,Lisa Israelovitch,2023-06-08 12:00,2023-05-25 9:39,1,,,0,,,
8960447592,Deloitte,deloitte.ca,deloitte.ca,https://linkedin.com/company/deloitte-canada,14372178971,2800 1055 Dunsmuir St,Vancouver,Ontario,M5C 3G7,Canada,Accounting,415000,,Lisa Israelovitch,2026-02-10 11:35,2022-06-21 15:51,18,,,0,,,
40796788622,Deerpath Capital,deerpathsurger.com,deerpathsurger.com,,,,,,,,,,Contact,Josh Buehler,,2025-10-03 14:57,1,,,0,,,
10335937087,Deel,deel.com,deel.com,https://linkedin.com/company/deel, +1 415-915-9803,995 Market Street,San Francisco,California,94102,United States,Human Resources,2200,Lead,Lisa Israelovitch,2026-02-10 16:19,2022-12-12 20:43,3,,,0,,,deel.support
46925533753,Dearborn Surgery Center,dearbornsurgery.com,dearbornsurgery.com,, +1 313-253-2069,18100 Oakwood Boulevard,Dearborn,Michigan,48124,United States,,75,Contact,,,2025-12-09 14:23,1,,,0,,,
39365637698,DCH Health System,dchsystem.com,dchsystem.com,https://linkedin.com/company/dch-health-system,,809 University Boulevard East,Tuscaloosa,Alabama,35401,United States,Hospital & Health Care,2250,Contact,,,2025-09-10 15:41,1,,New,0,,,
45778586257,Dartmouth Health (FKA Dartmouth-Hitchcock Health),dartmouth-health.org,dartmouth-health.org,https://linkedin.com/company/dartmouth-health,16036505000,1 Medical Center Drive,Lebanon,New Hampshire,3766,United States,Hospital & Health Care,540,Sales Accepted Lead,Greg Zenko,2025-07-28 19:55,2023-09-28 14:28,9,1,Open Deal,0,,,hitchcock.org; dartmouth-hitchcock.org
8883530778,danelco.com,danelco.com,danelco.com,,,,,,,,,,,,2022-06-09 17:30,2022-06-09 12:09,1,,,0,,,
33269045390,DAKLAND Solutions,daklandsolutions.com,daklandsolutions.com,https://linkedin.com/company/dakland-solutions,18014272915,300 West 53rd Place,Denver,Colorado,80216,United States,Hospital & Health Care,30,Contact,Lisa Israelovitch,,2025-05-10 13:22,1,,,0,,,
8701460594,Cycle Capital,cyclecapital.com,cyclecapital.com,https://linkedin.com/company/cycle-capital,15144951022,1000 Rue Sherbrooke Ouest,Montreal,Quebec,H3A 3G4,Canada,Venture Capital & Private Equity,30,,,,2022-05-15 21:21,1,,,0,,,
15330653599,Cvent,cvent.com,cvent.com,https://linkedin.com/company/cvent,17032263500,1765 Greensboro Station Place,Tysons,Virginia,22102,United States,Computer Software,5000,Contact,,2023-03-29 14:03,2023-03-29 12:17,1,,,0,,,
10235400111,Cultivation Capital,cultivationcapital.com,cultivationcapital.com,https://linkedin.com/company/cultivation-capital,13142162051,911 Washington Avenue,St. Louis,Missouri,63101,United States,Investment Management,60,Lead,,2022-12-12 16:27,2022-12-03 9:36,1,,,0,,,
50606230121,CULPEPER REGIONAL HOSPITAL,culpeperhospital.com,culpeperhospital.com,https://linkedin.com/company/culpeper-regional-hospital,,501 Sunset Lane,Culpeper,Virginia,22701,United States,,120,Contact,MacKenzie Masten,,2026-02-03 17:30,1,,,0,,,
8112190336,CTS,ctssante.com,ctssante.com,https://www.linkedin.com/company/ctssante,,300 Rue du Saint-Sacrement,Montreal,Quebec,H2Y 1X4,Canada,"Health, Wellness and Fitness",10,,Lisa Israelovitch,2025-11-27 16:00,2022-03-05 21:48,5,,,0,,,
17745823834,Crouse Health,crouse.org,crouse.org,https://linkedin.com/company/crouse-hospital,13154707521,736 Irving Ave,Syracuse,New York,13210,United States,Hospital & Health Care,3100,Contact,Lisa Israelovitch,,2023-10-20 6:57,1,,New,0,,,
49783418528,Creekside Hospital,creeksidehealthcarecenter.com,https://creeksidehealthcarecenter.com,,15102355514,1900 Church Lane,San Pablo,California,94806,United States,Hospital & Health Care,150,Contact,,,2026-01-26 18:09,0,,New,,,,
9370735962,Creative Destruction Lab,creativedestructionlab.com,creativedestructionlab.com,https://linkedin.com/school/creative-destruction-lab,,105 ST GEORGE ST,Oxford,Ontario,OX1 1HP,Canada,Investment Management,660,Lead,,2022-09-28 23:53,2022-08-12 17:29,3,,,0,,,
15873812405,Create Health Ventures,createhealth.vc,createhealth.vc,https://linkedin.com/company/create-health-ventures,,,,,,,Capital Markets,6,Contact,Lisa Israelovitch,2023-06-07 20:24,2023-05-26 20:35,1,,,0,,,
9403871567,CRC Group,crcgroup.com,crcgroup.com,https://linkedin.com/company/163250, +1 860-347-9600,Metroplex Drive,Birmingham,Alabama,35209,United States,Insurance,1870,Lead,,,2022-08-17 17:56,1,,,0,,,
45545790817,CoxHealth,coxhealth.com,coxhealth.com,https://linkedin.com/company/coxhealth,14172693000,3801 South National Avenue,Springfield,Missouri,65801,United States,Hospital & Health Care,14000,Contact,Steve Kittleson,2025-11-22 14:47,2025-11-22 14:48,1,,New,0,,,
9408795047,Cowan Group,cowangroup.ca,cowangroup.ca,https://linkedin.com/company/cowan-insurance-group,15196516660,705 Fountain Street North,Cambridge,Ontario,N1R 5T2,Canada,Insurance,600,Lead,,2022-10-27 10:27,2022-08-18 11:33,2,,,0,,,
43386507860,Council of Supply Chain Management Professionals,cscmp.org,cscmp.org,https://linkedin.com/company/cscmp,,333 Butterfield Road,Lombard,Illinois,60148,United States,Logistics and Supply Chain,30,Contact,,,2025-10-30 21:47,1,,,,,,
18058602666,Cottage Health,cottagehealth.org,sbch.org,https://linkedin.com/company/cottage-health,8056877444,400 West Pueblo Street,Santa Barbara,California,93105,United States,Hospital & Health Care,2500,Customer,Lisa Israelovitch,2026-02-03 16:37,2023-11-13 9:29,9,1,Open Deal,0,,,sbch.org
49752305699,Coteau des Prairies Health Care System Hospital (FKA Coteau des Prairies Hospital and Clinic),cdphealth.com,cdphealth.com,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
44053155592,Copper Ridge Surgery Center,surgerytc.com,surgerytc.com,https://linkedin.com/company/surgerytc,,4100 Park Forest Drive,Traverse City,Michigan,49684,United States,Hospital & Health Care,90,Contact,,,2025-11-06 14:19,1,,,0,,,
39354002471,Cooper University Health Care,cooperhealth.edu,cooperhealth.edu,https://linkedin.com/company/cooperuniversityhealthcare,18569688687,1 Cooper Plaza,Camden,New Jersey,8103,United States,Hospital & Health Care,5024,Contact,,,2025-09-11 13:33,1,,New,0,,,
39356015248,Cooley Dickinson Hospital,cooleydickinson.org,cooleydickinson.org,https://linkedin.com/company/cooleydickinson,,30 Locust Street,Northampton,Massachusetts,1060,United States,Hospital & Health Care,1500,Contact,,,2025-09-11 13:33,1,,New,0,,,
42853809333,Cook Children's,cookchildrens.org,cookchildrens.org,https://linkedin.com/company/cook-children,16828854000,801 7th Avenue,Fort Worth,Texas,76104,United States,Hospital & Health Care,4429,Contact,Josh Buehler,,2025-10-27 11:46,5,,New,0,,,
16154619945,contactapricot.com,contactapricot.com,contactapricot.com,,,7 Skyline Drive,Hawthorne,New York,10532,United States,,,Contact,Lisa Israelovitch,,2023-06-19 11:22,1,,,0,,,
10345039169,ConsidraCare,considracare.com,considracare.com,https://linkedin.com/company/considra-care,,,Toronto,Ontario,,Canada,Hospital & Health Care,15,Lead,,2022-12-15 13:05,2022-12-13 14:54,1,,,0,,,
9017838355,Conseil Profectus,conseilprofectus.com,conseilprofectus.com,,15147094422,,,,,,Accounting,14,,,2025-11-05 14:15,2022-06-29 13:00,1,,,0,,,
49772855310,Connecticut Department of Mental Health & Addiction Services (AKA Connecticut Department of Mental Health),ct.gov,ct.gov,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
50677899695,Confluence Health,confluencehealth.org,confluencehealth.org,,,1201 S Miller St.,Wenatchee,WA,98801,,,,Contact,Stephen Boswell,,2026-02-05 16:15,1,,,0,,,
10230446256,Cone Health,conehealth.com,conehealth.com,https://linkedin.com/company/cone-health,13368328014,1200 N Elm St #202,Greensboro,North Carolina,27401,United States,Hospital & Health Care,10650,Contact,Greg Zenko,2025-07-21 13:59,2022-12-02 15:22,4,,New,0,,,
30420802428,Competency & Credentialing Institute,cc-institute.org,https://www.cc-institute.org,https://linkedin.com/company/cci_3, +1 888-257-2667,2170 South Parker Road,Denver,Colorado,80231,United States,Hospital & Health Care,45,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,,0,,,
30414505055,Compass Surgical Partners,compass-sp.com,compass-sp.com,https://linkedin.com/company/compass-surgical-partners-llc,19193292882,100 Sawmill Road,Raleigh,North Carolina,27615,United States,Consumer Services,38,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,New,0,,,
46840511399,Community Healthcare System,comhs.org,comhs.org,https://linkedin.com/company/community-healthcare-system, +1 615-465-7000,901 Macarthur Boulevard,Munster,Indiana,46321,United States,Hospital & Health Care,1750,Contact,,,2025-12-08 20:04,1,,,0,,,
39369661542,Community Health Network,ecommunity.com,ecommunity.com,https://linkedin.com/company/community-health-network,13176217000,1500 N Ritter Ave,Indianapolis,Indiana,46219,United States,Hospital & Health Care,7500,Contact,,,2025-09-10 15:41,1,,New,0,,,
16060733967,commonwealthcare.org,commonwealthcare.org,commonwealthcare.org,https://www.linkedin.com/company/commonwealth-care-alliance,18664209332,30 WINTER ST,Boston,MA,2108,United States,"Health, Wellness and Fitness",200,Contact,Lisa Israelovitch,2023-07-07 12:02,2023-06-13 20:41,1,,New,0,,,
30408869028,Commonwealth Pain and Spine,mypainsolution.com,mypainsolution.com,https://linkedin.com/company/commonwealth-pain-and-spine,,120 Executive Park,Louisville,Kentucky,40207,United States,"Health, Wellness and Fitness",150,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,New,0,,,
36907442807,CommonSpirit Health,commonspirit.org,commonspirit.org,https://linkedin.com/company/commonspirithealth,18888088828,444 W Lake St,Chicago,Illinois,60606,United States,Hospital & Health Care,175000,Contact,Greg Zenko,2025-07-28 18:45,2025-07-28 18:45,3,,New,0,,,
38968754956,Comerica,comerica.com,comerica.com,https://linkedin.com/company/comerica-bank,18335710486,1717 Main Street,Dallas,Texas,75201,United States,Banking,7621,Contact,Josh Buehler,2026-02-10 15:18,2025-08-29 10:15,6,,,0,,,
42882329908,Columbus Community Hospital,columbushosp.org,columbushosp.org,https://linkedin.com/company/columbus-community-hospital-ne, +1 402-562-3356,1800 PO Box,Columbus,Nebraska,68602,United States,Hospital & Health Care,480,Contact,Josh Buehler,,2025-10-27 11:46,5,,New,3,2025-10-29 15:17,Coffee at Beckers: Pitchers - 2025,
49782958084,Columbia Basin Hospital,columbiabasinhospital.org,columbiabasinhospital.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
30032285045,Colquitt Regional Medical Center,colquittregional.com,colquittregional.com,https://linkedin.com/company/colquitt-regional-medical-center-ga,,40 PO Box,Moultrie,Georgia,31776,United States,Hospital & Health Care,960,Contact,Lisa Israelovitch,,2025-02-16 12:00,3,,New,0,,,
46925378712,Cody Regional Health (AKA West Park Hospital),codyregionalhealth.org,codyregionalhealth.org,https://linkedin.com/company/cody-regional-health,,707 Sheridan Avenue,Cody,Wyoming,82414,United States,Hospital & Health Care,420,Contact,,,2025-12-09 14:23,1,,New,0,,,
9971744258,Coconut Software,coconutsoftware.com,coconutsoftware.com,https://linkedin.com/company/coconut-software, +1 306 986 1080,121 Research Drive,Saskatoon,Ontario,S7N 1K2,Canada,Computer Software,140,Lead,,2022-12-14 6:20,2022-11-03 19:16,1,,,0,,,
9640704353,Cm-Equity,cm-equity.ca,cm-equity.ca,,,,,,,,,,Lead,,2022-09-22 9:43,2022-09-21 16:20,1,,,0,,,
15447360950,Cleveland Clinic,ccf.org,ccf.org,https://linkedin.com/company/cleveland-clinic-lerner-research-institute, +1 216-448-0400,9500 Euclid Avenue,Cleveland,Ohio,44195,United States,Hospital & Health Care,840,Opportunity,Greg Zenko,2026-02-10 15:20,2023-04-12 14:29,25,1,Open Deal,0,,,clevelandclinic.org
10158044072,Classic Informatics,classicinformatics.com,classicinformatics.com,https://linkedin.com/company/classic-informatics-private-limited, +61 2 8044 3106,55 P Institutional Area,New Delhi,National Capital Territory of Delhi,110030,India,Information Technology and Services,160,Lead,,,2022-11-22 12:43,1,,,0,,,
46838785547,Clarium,clariumhealth.com,clariumhealth.com,https://linkedin.com/company/clarium-health,16303629999,,New York,New York,10001,United States,Hospital & Health Care,37,Contact,,,2025-12-08 20:04,3,,,0,,,
49773631138,City of Hope,cityofhope.org,cityofhope.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
8701460593,Circular Innovation Fund,circularinnovationfund.com,circularinnovationfund.com,https://linkedin.com/company/circular-innovation-fund-cif,18772697890,,,,,,Venture Capital & Private Equity,6,,,,2022-05-15 21:21,1,,,0,,,
39368037137,Cincinnati Children's Hospital Medical Center,cchmc.org,cchmc.org,,15136360453,,,Ohio,,United States,Hospital & Health Care,11360,Contact,Lisa Israelovitch,2025-09-29 7:29,2025-09-11 13:33,4,,New,0,,,cincinnatichildrens.org
14940035496,CIC,cic.com,cic.com,https://linkedin.com/company/cic_6,16177584100,Ji Qing Lu,Nanjing,Jiangsu,210000,China,Commercial Real Estate,100,Contact,,,2023-03-03 11:37,4,,,0,,,
8709361460,CIBC,cibc.com,cibc.com,https://linkedin.com/company/cibc,18004652422,207 Queens Quay West,Toronto,Ontario,M5J 1A7,Canada,Banking,45000,,,2025-07-22 12:00,2022-05-16 19:59,1,,,0,,,
8600209467,CHU de Québec-Université Laval,chudequebec.ca,chudequebec.ca,https://linkedin.com/company/centre-hospitalier-universitaire-de-qu-bec,14185254444,11 Côte du Palais,Quebec,Quebec,G1R 0A2,Canada,Hospital & Health Care,7000,Customer,Lisa Israelovitch,2025-11-05 11:52,2022-05-04 14:21,4,1,,0,,,
42692459843,ChristianaCare Cecil County,uhcc.com,uhcc.com,https://linkedin.com/company/union-hospital-of-cecil-county,14103927033,106 Bow Street,Elkton,Maryland,21921,United States,Hospital & Health Care,550,Contact,Josh Buehler,,2025-10-27 11:46,1,,New,0,,,
17306174848,ChristianaCare,christianacare.org,christianacare.org,https://linkedin.com/company/christianacare,13026237440,501 W 14th St,Wilmington,Delaware,19801,United States,Hospital & Health Care,13800,Contact,Lisa Israelovitch,,2023-09-12 22:16,5,,New,0,,,christiana.org; uhcc.com
44096369493,Choctaw Nation Health Services Authority,cnhsa.com,cnhsa.com,, +1 918-567-7000,1 Choctaw Way,Talihina,Oklahoma,74571,United States,,90,Contact,,,2025-11-06 14:19,1,,New,0,,,
43252638256,CHN Health Care Group,chninc.com,chninc.com,https://linkedin.com/company/community-health-network-inc,,747 Washington Street,Holliston,Massachusetts,1746,United States,"Health, Wellness and Fitness",30,Contact,,,2025-10-30 21:47,1,,New,,,,
49774093999,Childrens of Alabama,childrensal.org,childrensal.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
49767589906,Childrens Hospital Colorado System,childrenscolorado.org,childrenscolorado.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
46767132030,Children's Wisconsin,childrenswi.org,childrenswi.org,https://linkedin.com/company/childrenswi, +1 414-266-2329,8915 West Connell Court,Milwaukee,Wisconsin,53226,United States,Hospital & Health Care,3500,Opportunity,Stephen Boswell,2026-02-09 17:00,2025-12-08 20:04,3,1,,1,2026-01-20 15:49,Request a demo: Demo Request,
8550120095,Children's National Hospital,childrensnational.org,childrensnational.org,https://linkedin.com/company/children,18888842327,111 Michigan Avenue Northwest,Washington,District of Columbia,20010,United States,Hospital & Health Care,7000,Contact,,2023-06-01 7:29,2022-04-28 8:52,8,,New,0,,,
42692613676,Children's Minnesota,childrensmn.org,childrensmn.org,https://linkedin.com/company/children, +1 978-462-9311,345 Smith Avenue North,Saint Paul,Minnesota,55102,United States,Hospital & Health Care,2750,Contact,Josh Buehler,,2025-10-27 11:46,1,,New,0,,,
17745686446,Children's Hospital of Philadelphia,chop.edu,chop.edu,https://linkedin.com/company/the-childrens-hospital-of-philadelphia, +1 800-879-2467,3401 Civic Center Blvd,Philadelphia,Pennsylvania,19104,United States,Hospital & Health Care,7127,Contact,Lisa Israelovitch,2023-11-06 7:19,2023-10-20 6:57,16,,New,0,,,
30418042467,Children's Hospital Los Angeles,chla.org,https://www.chla.org,https://linkedin.com/company/children,13236602450,4650 W Sunset Blvd,Los Angeles,California,90027,United States,Hospital & Health Care,4430,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,New,0,,,
39351520522,CHI Health,chihealth.com,chihealth.com,https://linkedin.com/company/chi-health,,2301 North 117th Avenue,Omaha,Nebraska,68164,United States,Hospital & Health Care,5250,Contact,,,2025-09-11 13:33,1,,New,0,,,
39368342791,Cheyenne Regional Medical Center,crmcwy.org,crmcwy.org,https://linkedin.com/company/cheyenne-regional-medical-center,,214 East 23rd Street,Cheyenne,Wyoming,82001,United States,Hospital & Health Care,3500,Contact,,,2025-09-11 13:33,1,,,0,,,
50703885895,CHEO,cheo.on.ca,cheo.on.ca,,,401 Smyth Rd.,Ottawa,ON,K1H 8L1,,,,Contact,MacKenzie Masten,,2026-02-05 16:15,1,,,0,,,
28885662209,Chartis,chartis.com,chartis.com,https://linkedin.com/company/the-chartis-group, +1 617-797-6965,220 West Kinzie Street,Chicago,Illinois,60654,United States,"Health, Wellness and Fitness",720,Contact,Lisa Israelovitch,2026-02-04 18:48,2025-01-22 21:35,3,,,0,,,
43987857563,Charleston Area Medical Center,camc.org,camc.org,https://linkedin.com/company/camc-health-system,13043887530,,Charleston,West Virginia,25301,United States,Hospital & Health Care,8000,Contact,,,2025-11-05 13:01,1,,New,0,,,
46905938788,Chadron Community Hospital,chadronhospital.com,chadronhospital.com,https://linkedin.com/company/chadron-community-hospital-and-health-services,13084325586,825 Centennial Drive,Chadron,Nebraska,69337,United States,Hospital & Health Care,77,Contact,,,2025-12-09 14:23,1,,,0,,,
14751416740,Certn,certn.co,certn.co,https://linkedin.com/company/certn, +1 844-822-3786,838 Fort Street,Victoria,British Columbia,V8W 1H8,Canada,Information Services,260,Contact,Josh Buehler,2026-02-04 11:12,2023-02-20 13:49,1,,,0,,,
8112091921,Centre de services scolaire de la Rivière-du-Nord (CHUM),ssss.gouv.qc.ca,ssss.gouv.qc.ca,https://linkedin.com/company/gouvernement-du-quebec-carriere,8776444545,875 Grande Allée Est,Quebec,Quebec,G1K 7T3,Canada,Government Administration,3847,Customer,Lisa Israelovitch,2026-02-10 13:37,2022-03-05 21:48,52,1,,0,,,
50703885894,Centra Health,centrahealth.com,centrahealth.com,,,1901 Tate Springs Rd.,Lynchburg,VA,24501,,,,Contact,MacKenzie Masten,,2026-02-05 16:15,1,,,0,,,
39365556782,Center for Specialty Care,centerforspecialtycare.com,centerforspecialtycare.com,https://linkedin.com/company/center-for-speciaty-care---fairmont,15072384949,717 South State Street,Fairmont,Minnesota,56031,United States,Hospital & Health Care,6,Contact,,,2025-09-11 13:33,1,,,0,,,
8577053008,Centech,centech.co,centech.co,https://linkedin.com/company/centech-mtl, +1 514-396-8552,1000 Rue Saint-Jacques,Montreal,Quebec,H3C 1G7,Canada,Industrial Automation,30,,Lisa Israelovitch,2025-11-27 16:00,2022-05-01 23:38,12,,,0,,,
10846660748,Cedars-Sinai,cshs.org,cshs.org,https://www.linkedin.com/company/7508,13238662861,8700 Beverly Boulevard,West Hollywood,California,90048,United States,Hospital & Health Care,9660,Contact,,2025-06-03 8:00,2023-01-18 9:52,5,,New,0,,,cedars-sinaihealthassociates.com
15340552869,CDPQ,cdpq.com,cdpq.com,https://linkedin.com/company/cdpq,15148423261,1000 Place Jean-Paul-Riopelle,Montreal,Quebec,H2Z 2B3,Canada,Investment Management,890,Contact,,2023-03-30 12:49,2023-03-30 9:08,2,,,0,,,
16916050358,Carta,carta.com,carta.com,https://linkedin.com/company/carta, +1 650-669-8381,333 Bush Street,San Francisco,California,94104,United States,Computer Software,1618,Contact,Lisa Israelovitch,2025-06-04 11:00,2023-08-10 18:13,0,,,,,,
49767434528,Carolinas Health System - Teen Health Connection,teenhealthconnection.org,teenhealthconnection.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
35568607087,Carle Health,carle.org,carle.org,https://linkedin.com/company/carle-foundation-hospital, +1 217-383-3138,611 W Park St,Urbana,Illinois,61801,United States,Hospital & Health Care,4250,Contact,Greg Zenko,2025-06-30 15:02,2025-06-30 15:02,1,,New,0,,,carle.com
10633483919,Caristix,caristix.com,caristix.com,https://linkedin.com/company/caristix,14188724000,1400 Avenue Saint Jean Baptiste,Quebec,Quebec,G2E 5B7,Canada,Information Technology and Services,19,Contact,,2026-02-10 14:30,2023-01-11 13:39,1,,,0,,,
17745876295,carillionclinic.org,carillionclinic.org,carillionclinic.org,,15407312558,,,,,Netherlands,,,Contact,Lisa Israelovitch,2023-10-28 13:57,2023-10-20 6:57,1,,New,0,,,
15507289190,Carilion Clinic,carilionclinic.org,carilionclinic.org,https://www.linkedin.com/company/carilion-clinic,5409820349,1906 Bellview Ave.,Roanoke,VA,24022,United States,Hospital & Health Care,10000,Contact,Greg Zenko,2025-07-21 14:40,2023-04-19 12:41,8,,New,0,,,
30404274745,Caresyntax,caresyntax.com,caresyntax.com,https://linkedin.com/company/caresyntax,,745 Boylston Street,Boston,Massachusetts,2116,United States,Hospital & Health Care,210,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,,0,,,
8874747660,CarePoint Health,carepointhealth.org,carepointhealth.org,https://linkedin.com/company/carepoint-health-system,12018218900,176 Palisade Ave,Jersey City,New Jersey,7306,United States,Hospital & Health Care,760,Contact,Lisa Israelovitch,2022-10-03 16:22,2022-06-08 10:13,10,,New,0,,,
42907224941,Cardinal Health,cardinalhealth.com,cardinalhealth.com,https://linkedin.com/company/cardinal-health,16147575000,7000 Cardinal Pl,Dublin,Ohio,43017,United States,Pharmaceuticals,57700,Contact,Josh Buehler,2025-12-05 14:59,2025-10-27 20:09,3,,Connected,0,,,
10409462816,Carbon Direct Capital,carbondirectcapital.com,carbondirectcapital.com,https://linkedin.com/company/carbon-direct-capital,,,New York,New York,10004,United States,Investment Management,15,Contact,,2022-12-21 11:20,2022-12-20 19:20,1,,,0,,,
39356555885,Capstone,capstonehealthalliance.com,capstonehealthalliance.com,https://linkedin.com/company/capstone-health-alliance,18284185050,3616 Hendersonville Road,Fletcher,North Carolina,28732,United States,Hospital & Health Care,32,Contact,,,2025-09-10 15:41,2,,,0,,,
